1795,1,9988
8352,2,4257
6081,3,6082
5218,4,9316
5569,5,1474
1060,6,5158
9855,7,1664
9694,8,1502
7361,9,7363
9343,10,5248
9471,11,1280
7299,12,3207
6911,13,2815
8575,14,8576
4128,15,8224
3971,16,8068
8290,17,4196
1762,18,9955
8257,19,8258
1258,20,5363
6048,21,1953
8224,22,32
5664,23,9761
7431,24,7438
3587,25,3588
3331,26,7428
961,27,9153
7555,28,7558
6981,29,2890
2596,30,6694
2724,31,6822
643,32,645
3872,33,7969
8162,34,4067
1601,35,1602
6217,36,6224
5540,37,5542
3455,38,7551
449,39,4546
2208,40,6305
4194,41,8290
7819,42,7828
5986,43,5987
6374,44,2283
8133,45,4040
5953,46,1857
3682,47,7780
1312,48,5409
7778,49,3682
1184,50,1185
1056,51,1057
4995,52,4997
4834,53,8931
2274,54,6372
2080,55,6176
8348,56,8349
8092,57,8093
6044,58,1948
7551,59,7555
7869,60,7871
9446,61,1258
8963,62,8964
4892,63,796
5024,64,5028
32,65,8226
193,66,8388
4636,67,540
3905,68,8004
6143,69,6147
1502,70,1503
5243,71,9339
1089,72,9285
9475,73,5381
800,74,4899
7068,75,2972
2398,76,6494
2592,77,2594
6494,78,2400
6333,79,6334
6176,80,6178
8129,81,8133
4062,82,4065
1415,83,5522
1919,84,6018
1857,85,5958
5792,86,5794
6147,87,6152
5631,88,9728
9925,89,9930
3781,90,3791
3356,91,3357
2815,92,2819
2972,93,7069
3100,94,3101
2435,95,2443
7134,96,3039
9153,97,9154
9376,98,1184
7101,99,3005
3104,100,3109
4735,101,4736
2493,102,2495
1948,103,6045
6019,104,6025
9632,105,9633
5214,106,9311
796,107,797
3005,108,3006
540,109,4637
4958,110,4959
2819,111,6922
8802,112,8805
8831,113,4735
8736,114,4641
2307,115,6410
6201,116,6202
1692,117,5790
3930,118,8027
9814,119,5718
3257,120,7353
3290,121,3291
6907,122,6911
9591,123,1400
7192,124,7193
218,125,8410
412,126,414
8567,127,8568
2204,128,2207
127,129,4228
4347,130,4350
5821,131,5827
1882,132,1883
6234,133,6237
1659,134,1661
3802,135,7898
5751,136,9847
5912,137,5913
3517,138,3520
5495,139,9591
1370,140,1371
9909,141,1717
7609,142,7610
5016,143,5017
6680,144,2584
28,145,4127
1593,146,5690
8410,147,219
5309,148,9408
9847,149,5754
792,150,4888
7002,151,7003
697,152,698
569,153,570
6337,154,6345
346,155,348
313,156,314
6812,157,6815
8918,158,728
2625,159,6731
1688,160,9881
1977,161,1979
5850,162,9947
1465,163,5563
7803,164,3708
3133,165,7234
1015,166,5111
3096,167,7192
3129,168,7226
9364,169,9365
3001,170,3002
536,171,4633
9368,172,5277
152,173,8345
8852,174,8853
6432,175,6438
4570,176,8667
8947,177,4851
6717,178,6720
8724,179,533
4054,180,8151
8468,181,277
8662,182,473
5941,183,1846
5718,184,1624
1110,185,9302
7898,186,3809
5140,187,9236
2997,188,7093
9244,189,1054
7093,190,7095
9339,191,1148
2485,192,6581
2229,193,6325
6259,194,2163
8216,195,28
8022,196,8024
5685,197,1591
887,198,9081
5334,199,5337
5396,200,1301
2807,201,6904
693,202,4789
2679,203,2680
6709,204,2614
214,205,4311
1717,206,5814
8278,207,87
3381,208,7479
7894,209,7895
3125,210,7223
9178,211,5084
2741,212,2743
4888,213,794
5111,214,1016
6329,215,6333
2035,216,6131
1973,217,1975
3352,218,3356
5144,219,9243
7353,220,7356
2774,221,2776
6523,222,6528
20,223,21
6131,224,6134
6354,225,2260
1395,226,9588
982,227,9178
5458,228,1364
7601,229,3507
7378,230,3285
4851,231,8950
9009,232,4916
6672,233,6673
342,234,346
6416,235,2321
1490,236,5587
5937,237,5939
5615,238,9711
1234,239,5331
3282,240,7378
3740,241,3750
9967,242,1777
2584,243,6686
9583,244,5489
561,245,8753
9294,246,9295
9422,247,5327
499,248,501
2902,249,7002
7089,250,2994
6738,251,2644
4145,252,8243
8877,253,685
6420,254,2326
8241,255,4145
1205,256,1210
7828,257,3735
9901,258,5806
5586,259,1490
5879,260,1788
5363,261,5364
371,262,8566
5107,263,1012
6961,264,2865
6804,265,2711
144,266,4240
4661,267,4664
2481,268,2483
3955,269,3958
1779,270,5879
7700,271,7702
949,272,5051
9773,273,9775
3030,274,7132
3666,275,3668
1329,276,5427
1073,277,1075
3447,278,7550
4979,279,9077
9389,280,5295
7349,281,7352
623,282,4719
2262,283,2268
4789,284,697
6325,285,6328
4306,286,4307
6387,287,6388
6515,288,2420
2551,289,2558
6255,290,2162
1519,291,9712
3439,292,3441
5421,293,1326
7341,294,3247
7308,295,3213
6936,296,2853
367,297,8560
8823,298,636
2163,299,6265
4207,300,8306
8629,301,8632
1614,302,9807
3699,303,3704
3823,304,3824
5867,305,1771
9938,306,5843
3311,307,3312
3216,308,7314
2865,309,6964
9236,310,5143
4587,311,8683
6734,312,2640
8914,313,723
4591,314,499
4108,315,13
6288,316,6290
3951,317,3955
941,318,9134
7630,319,3535
7151,320,7153
4975,321,9072
685,322,686
9302,323,9308
7118,324,3023
6581,325,2493
2832,326,6933
2382,327,6481
4719,328,624
12,329,4108
4240,330,4242
8753,331,4658
2316,332,2317
78,333,4176
4046,334,4048
8018,335,8022
8369,336,8372
1515,337,9707
7791,338,7792
3373,339,7470
3183,340,3186
9360,341,9361
9711,342,1519
2956,343,7052
652,344,4749
4814,345,8911
396,346,397
2093,347,2094
2027,348,2028
4042,349,8139
1771,350,5868
1354,351,5450
7370,352,7373
9897,353,1708
5033,354,5034
7081,355,2987
2989,356,7089
7403,357,3311
4298,358,4300
6313,359,6315
4558,360,8660
1866,361,5963
8489,362,4394
8584,363,392
1577,364,9769
3980,365,8078
6152,366,2057
3563,367,7660
3637,368,7744
6990,369,2900
7114,370,7116
7465,371,3370
7048,372,2952
9030,373,9031
9125,374,5029
107,375,4205
8935,376,8937
2444,377,6542
8774,378,8775
6825,379,2730
8646,380,8647
8332,381,8335
4265,382,171
9930,383,5840
1065,384,1066
7692,385,3599
5582,386,5586
9034,387,9040
2952,388,7049
2568,389,2569
8964,390,772
74,391,4172
5999,392,1909
5801,393,9897
8266,394,74
9988,395,5893
5900,396,1807
904,397,9097
5450,398,5451
1032,399,9225
2828,400,2832
2890,401,2892
9571,402,1379
4686,403,8787
9509,404,5415
7052,405,2958
2506,406,6604
4682,407,8779
2601,408,6698
2762,409,2764
359,410,4455
2473,411,2474
4554,412,459
41,413,4139
8708,414,517
8902,415,713
8324,416,133
7940,417,7941
1511,418,1512
1544,419,1546
9872,420,1686
5636,421,1540
3109,422,7205
9707,423,5612
5223,424,1130
710,425,4806
9546,426,1354
7333,427,7335
2502,428,6599
9195,429,5100
9005,430,4912
2023,431,6121
4228,432,8324
2283,433,6385
4133,434,8230
8683,435,4588
8716,436,4622
2184,437,6283
6309,438,2215
8262,439,72
1350,440,9543
3530,441,7630
5252,442,1157
7205,443,7206
747,444,4849
2791,445,2792
9257,446,1065
2411,447,6512
2118,448,6214
1573,449,1574
1131,450,5234
9769,451,5674
3559,452,3563
933,453,934
4806,454,8902
2659,455,6755
4678,456,8774
7242,457,3151
293,458,294
8745,459,8746
4455,460,8552
392,461,396
2180,462,6277
6796,463,2707
6565,464,2469
6214,465,6215
3753,466,3758
5702,467,9799
5735,468,1641
3208,469,7308
1160,470,9357
9703,471,1511
7176,472,7178
677,473,8871
966,474,969
5029,475,933
2853,476,2854
4872,477,4875
6854,478,2758
4104,479,8203
6598,480,2502
4,481,5
6305,482,2210
1602,483,5698
3489,484,7585
1379,485,1380
5698,486,5700
9505,487,9508
7457,488,7459
3654,489,3659
9728,490,9730
3299,491,3301
772,492,774
2787,493,6885
578,494,4674
2981,495,7081
4641,496,8738
4736,497,640
2147,498,2149
6561,499,6563
8576,500,384
4067,501,8164
3588,502,7686
1313,503,9505
3270,504,7370
7969,505,3874
7907,506,3814
5764,507,5769
9311,508,9313
2758,509,2762
5248,510,1153
4360,511,273
2531,512,6628
549,513,8745
450,514,451
2151,515,2156
2469,516,6568
4575,517,479
6528,518,2432
5958,519,1866
8258,520,4163
1569,521,1570
8068,522,8071
1474,523,9668
7746,524,7747
1540,525,1544
9501,526,1310
5091,527,996
289,528,290
2432,529,2433
4546,530,450
6115,531,6117
6210,532,6211
8580,533,390
1953,534,1955
5987,535,1893
6082,536,1987
7973,537,7976
1664,538,1665
3522,539,3524
1185,540,5283
7812,541,3718
7428,542,7430
4013,543,8122
1383,544,9583
5409,545,1313
9468,546,9469
3010,547,7108
4802,548,8899
4674,549,8771
6346,550,6354
6755,551,2660
8254,552,8257
8349,553,4255
1887,554,1888
1503,555,5600
8093,556,8095
1247,557,9440
9955,558,5860
3390,559,7487
1057,560,1060
3039,561,7137
3101,562,7197
7292,563,7293
7168,564,3077
4988,565,9084
3006,566,3007
735,567,736
607,568,608
4257,569,8358
351,570,4448
6623,571,2531
4637,572,542
2271,573,2273
6140,574,6141
8316,575,124
6111,576,6115
5694,577,1601
3423,578,7520
7965,579,3870
9670,580,5579
7998,581,3904
7709,582,7710
3167,583,7264
5277,584,5279
1280,585,1283
9761,586,1569
3493,587,7596
7420,588,3324
2721,589,2724
7197,590,3102
640,591,643
9154,592,5059
479,593,481
8931,594,8933
2403,595,6504
8510,596,319
3836,597,3837
1825,598,1830
3708,599,3709
3357,600,7455
3580,601,3581
7585,602,3493
5471,603,9568
7775,604,7777
9633,605,9634
3229,606,3231
384,607,8580
7358,608,3263
4959,609,4960
7069,610,2973
6751,611,2657
285,612,286
1982,613,6081
6334,614,6335
95,615,4194
8415,616,4320
1788,617,5885
1437,618,5535
5855,619,1761
797,620,799
1020,621,1021
2973,622,2974
6470,623,2382
6466,624,6470
91,625,8283
124,626,4221
4286,627,8383
4381,628,285
8283,629,95
1883,630,1884
1627,631,1628
7800,632,7801
1371,633,5468
3386,634,3387
9881,635,1692
7416,636,7417
5017,637,9114
2969,638,7065
636,639,4734
3002,640,7099
